dr,time,weather,temp,w_spid,p
15июль2020,12:00,пасмурно,+21°,2 м/с,749
15июль2020,15:00,облачно,+22°,2 м/с,748
15июль2020,18:00,малооблачно,+21°,1 м/с,749
15июль2020,21:00,ясно,+19°,3 м/с,749
15июль2020,24:00,малооблачно,+18°,3 м/с,750
14июль2020,00:00,малооблачно,+16°,"<td><span class=""p"">750</span><span>мм рт.ст.</span></td>",750
14июль2020,03:00,пасмурно,+16°,1 м/с,750
14июль2020,06:00,пасмурно,+17°,"<td><span class=""p"">751</span><span>мм рт.ст.</span></td>",751
14июль2020,09:00,малооблачно,+21°,1 м/с,751
14июль2020,12:00,облачно,+23°,3 м/с,750
14июль2020,15:00,пасмурно,+23°,2 м/с,751
14июль2020,18:00,малооблачно,+23°,2 м/с,751
14июль2020,21:00,пасмурно,+20°,"<td><span class=""p"">751</span><span>мм рт.ст.</span></td>",751
14июль2020,24:00,малооблачно,+17°,1 м/с,751
13июль2020,00:00,пасмурно,+15°,1 м/с,750
13июль2020,03:00,пасмурно,+15°,1 м/с,748
13июль2020,06:00,пасмурно,+15°,1 м/с,748
13июль2020,09:00,пасмурно,+18°,3 м/с,748
13июль2020,12:00,пасмурно,+20°,2 м/с,749
13июль2020,15:00,пасмурно,+22°,1 м/с,749
13июль2020,18:00,облачно,+21°,2 м/с,750
13июль2020,21:00,малооблачно,+19°,1 м/с,750
13июль2020,24:00,малооблачно,+16°,"<td><span class=""p"">750</span><span>мм рт.ст.</span></td>",750
12июль2020,00:00,облачно,+17°,1 м/с,748
12июль2020,03:00,пасмурно,+16°,1 м/с,748
12июль2020,06:00,пасмурно,+15°,1 м/с,749
12июль2020,09:00,пасмурно,+20°,2 м/с,749
12июль2020,12:00,облачно,+22°,2 м/с,750
12июль2020,15:00,пасмурно,+22°,2 м/с,750
12июль2020,18:00,пасмурно,+22°,1 м/с,750
12июль2020,21:00,пасмурно,+18°,1 м/с,750
12июль2020,24:00,пасмурно,+15°,1 м/с,750
11июль2020,00:00,пасмурно,+16°,2 м/с,744
11июль2020,03:00,облачно,+15°,3 м/с,744
11июль2020,06:00,ясно,+15°,2 м/с,745
11июль2020,09:00,малооблачно,+19°,2 м/с,746
11июль2020,12:00,пасмурно,+19°,2 м/с,746
11июль2020,15:00,пасмурно,+21°,3 м/с,747
11июль2020,18:00,малооблачно,+21°,1 м/с,748
11июль2020,21:00,малооблачно,+18°,1 м/с,748
11июль2020,24:00,облачно,+17°,1 м/с,748
10июль2020,00:00,пасмурно,+18°,1 м/с,743
10июль2020,03:00,пасмурно,+17°,1 м/с,743
10июль2020,06:00,пасмурно,+16°,2 м/с,743
10июль2020,09:00,малооблачно,+19°,3 м/с,743
10июль2020,12:00,облачно,+21°,4 м/с,743
10июль2020,15:00,облачно,+23°,3 м/с,743
10июль2020,18:00,ясно,+22°,2 м/с,743
10июль2020,21:00,ясно,+19°,3 м/с,744
10июль2020,24:00,пасмурно,+16°,2 м/с,744
9июль2020,00:00,ясно,+15°,1 м/с,750
9июль2020,03:00,облачно,+15°,1 м/с,749
9июль2020,06:00,пасмурно,+15°,2 м/с,749
9июль2020,09:00,пасмурно,+17°,4 м/с,747
9июль2020,12:00,пасмурно,+22°,3 м/с,744
9июль2020,15:00,пасмурно,+25°,4 м/с,742
9июль2020,18:00,пасмурно,+21°,2 м/с,743
9июль2020,21:00,ясно,+18°,"<td><span class=""p"">744</span><span>мм рт.ст.</span></td>",744
9июль2020,24:00,пасмурно,+18°,1 м/с,743
8июль2020,00:00,малооблачно,+14°,3 м/с,746
8июль2020,03:00,ясно,+11°,1 м/с,746
8июль2020,06:00,ясно,+14°,3 м/с,746
8июль2020,09:00,малооблачно,+18°,4 м/с,746
8июль2020,12:00,пасмурно,+20°,4 м/с,747
8июль2020,15:00,облачно,+21°,4 м/с,748
8июль2020,18:00,малооблачно,+22°,3 м/с,749
8июль2020,21:00,малооблачно,+17°,"<td><span class=""p"">749</span><span>мм рт.ст.</span></td>",749
8июль2020,24:00,ясно,+15°,1 м/с,750
7июль2020,00:00,пасмурно,+16°,"<td><span class=""p"">745</span><span>мм рт.ст.</span></td>",745
7июль2020,03:00,пасмурно,+14°,2 м/с,744
7июль2020,06:00,пасмурно,+14°,3 м/с,744
7июль2020,09:00,облачно,+17°,4 м/с,744
7июль2020,12:00,пасмурно,+15°,3 м/с,745
7июль2020,15:00,пасмурно,+13°,2 м/с,746
7июль2020,18:00,пасмурно,+16°,3 м/с,746
7июль2020,21:00,малооблачно,+14°,1 м/с,746
7июль2020,24:00,малооблачно,+14°,3 м/с,746
6июль2020,00:00,ясно,+13°,1 м/с,749
6июль2020,03:00,ясно,+11°,1 м/с,750
6июль2020,06:00,малооблачно,+15°,1 м/с,750
6июль2020,09:00,пасмурно,+18°,2 м/с,749
6июль2020,12:00,пасмурно,+20°,2 м/с,749
6июль2020,15:00,пасмурно,+22°,2 м/с,748
6июль2020,18:00,пасмурно,+20°,1 м/с,747
6июль2020,21:00,пасмурно,+18°,2 м/с,746
6июль2020,24:00,пасмурно,+16°,"<td><span class=""p"">745</span><span>мм рт.ст.</span></td>",745
5июль2020,00:00,облачно,+14°,4 м/с,749
5июль2020,03:00,малооблачно,+13°,3 м/с,748
5июль2020,06:00,ясно,+14°,3 м/с,749
5июль2020,09:00,малооблачно,+17°,4 м/с,748
5июль2020,12:00,пасмурно,+20°,5 м/с,748
5июль2020,15:00,пасмурно,+19°,4 м/с,748
5июль2020,18:00,пасмурно,+18°,4 м/с,748
5июль2020,21:00,пасмурно,+16°,3 м/с,749
5июль2020,24:00,ясно,+13°,1 м/с,749
4июль2020,00:00,пасмурно,+18°,1 м/с,747
4июль2020,03:00,малооблачно,+15°,1 м/с,747
4июль2020,06:00,облачно,+18°,3 м/с,747
4июль2020,09:00,облачно,+20°,4 м/с,747
4июль2020,12:00,пасмурно,+21°,4 м/с,747
4июль2020,15:00,пасмурно,+22°,5 м/с,748
4июль2020,18:00,пасмурно,+20°,4 м/с,748
4июль2020,21:00,облачно,+16°,1 м/с,748
4июль2020,24:00,облачно,+14°,4 м/с,749
3июль2020,00:00,ясно,+16°,"<td><span class=""p"">743</span><span>мм рт.ст.</span></td>",743
3июль2020,03:00,ясно,+17°,2 м/с,744
3июль2020,06:00,ясно,+17°,2 м/с,745
3июль2020,09:00,ясно,+21°,4 м/с,745
3июль2020,12:00,малооблачно,+23°,4 м/с,745
3июль2020,15:00,малооблачно,+24°,5 м/с,746
3июль2020,18:00,малооблачно,+24°,4 м/с,746
3июль2020,21:00,пасмурно,+20°,2 м/с,747
3июль2020,24:00,пасмурно,+18°,1 м/с,747
2июль2020,00:00,ясно,+15°,1 м/с,748
2июль2020,03:00,ясно,+13°,1 м/с,748
2июль2020,06:00,ясно,+16°,2 м/с,747
2июль2020,09:00,ясно,+20°,1 м/с,746
2июль2020,12:00,ясно,+22°,3 м/с,745
2июль2020,15:00,ясно,+23°,3 м/с,744
2июль2020,18:00,облачно,+23°,2 м/с,744
2июль2020,21:00,облачно,+20°,1 м/с,744
2июль2020,24:00,ясно,+16°,"<td><span class=""p"">743</span><span>мм рт.ст.</span></td>",743
1июль2020,00:00,ясно,+13°,1 м/с,748
1июль2020,03:00,малооблачно,+10°,1 м/с,748
1июль2020,06:00,ясно,+14°,1 м/с,748
1июль2020,09:00,ясно,+19°,1 м/с,748
1июль2020,12:00,пасмурно,+21°,3 м/с,748
1июль2020,15:00,пасмурно,+22°,4 м/с,748
1июль2020,18:00,облачно,+21°,2 м/с,748
1июль2020,21:00,ясно,+18°,1 м/с,749
1июль2020,24:00,ясно,+15°,1 м/с,748
29июнь2020,00:00,пасмурно,+16°,2 м/с,741
29июнь2020,03:00,пасмурно,+17°,2 м/с,740
29июнь2020,06:00,малооблачно,+19°,1 м/с,740
29июнь2020,09:00,пасмурно,+22°,3 м/с,740
29июнь2020,12:00,пасмурно,+22°,3 м/с,741
29июнь2020,15:00,облачно,+21°,5 м/с,743
29июнь2020,18:00,малооблачно,+19°,4 м/с,744
29июнь2020,21:00,малооблачно,+16°,3 м/с,746
29июнь2020,24:00,ясно,+14°,3 м/с,746
28июнь2020,00:00,ясно,+10°,1 м/с,750
28июнь2020,03:00,малооблачно,+9°,3 м/с,749
28июнь2020,06:00,облачно,+12°,3 м/с,748
28июнь2020,09:00,пасмурно,+14°,3 м/с,747
28июнь2020,12:00,пасмурно,+13°,5 м/с,746
28июнь2020,15:00,пасмурно,+15°,4 м/с,745
28июнь2020,18:00,пасмурно,+16°,3 м/с,743
28июнь2020,21:00,пасмурно,+16°,3 м/с,743
28июнь2020,24:00,пасмурно,+16°,2 м/с,741
27июнь2020,00:00,малооблачно,+12°,1 м/с,756
27июнь2020,03:00,пасмурно,+11°,1 м/с,755
27июнь2020,06:00,пасмурно,+10°,2 м/с,755
27июнь2020,09:00,пасмурно,+10°,4 м/с,753
27июнь2020,12:00,пасмурно,+11°,4 м/с,753
27июнь2020,15:00,пасмурно,+12°,4 м/с,752
27июнь2020,18:00,пасмурно,+13°,1 м/с,751
27июнь2020,21:00,малооблачно,+11°,"<td><span class=""p"">751</span><span>мм рт.ст.</span></td>",751
27июнь2020,24:00,ясно,+10°,1 м/с,750
26июнь2020,00:00,пасмурно,+17°,1 м/с,760
26июнь2020,03:00,пасмурно,+14°,1 м/с,760
26июнь2020,06:00,облачно,+14°,1 м/с,760
26июнь2020,09:00,пасмурно,+17°,2 м/с,760
26июнь2020,12:00,пасмурно,+18°,3 м/с,759
26июнь2020,15:00,пасмурно,+17°,2 м/с,759
26июнь2020,18:00,малооблачно,+17°,2 м/с,758
26июнь2020,21:00,пасмурно,+14°,1 м/с,758
26июнь2020,24:00,малооблачно,+12°,1 м/с,756
25июнь2020,00:00,облачно,+18°,1 м/с,757
25июнь2020,03:00,пасмурно,+16°,2 м/с,757
25июнь2020,06:00,малооблачно,+17°,1 м/с,758
25июнь2020,09:00,ясно,+21°,3 м/с,758
25июнь2020,12:00,облачно,+23°,2 м/с,759
25июнь2020,15:00,пасмурно,+22°,1 м/с,759
25июнь2020,18:00,облачно,+20°,2 м/с,759
25июнь2020,21:00,облачно,+18°,1 м/с,760
25июнь2020,24:00,пасмурно,+17°,1 м/с,760
24июнь2020,00:00,малооблачно,+23°,"<td><span class=""p"">756</span><span>мм рт.ст.</span></td>",756
24июнь2020,03:00,облачно,+19°,"<td><span class=""p"">757</span><span>мм рт.ст.</span></td>",757
24июнь2020,06:00,малооблачно,+23°,1 м/с,757
24июнь2020,09:00,малооблачно,+26°,1 м/с,757
24июнь2020,12:00,пасмурно,+24°,3 м/с,757
24июнь2020,15:00,пасмурно,+21°,3 м/с,757
24июнь2020,18:00,малооблачно,+24°,2 м/с,756
24июнь2020,21:00,малооблачно,+20°,"<td><span class=""p"">757</span><span>мм рт.ст.</span></td>",757
24июнь2020,24:00,облачно,+18°,1 м/с,757
23июнь2020,00:00,малооблачно,+22°,"<td><span class=""p"">755</span><span>мм рт.ст.</span></td>",755
23июнь2020,03:00,малооблачно,+22°,1 м/с,755
23июнь2020,06:00,пасмурно,+24°,1 м/с,755
23июнь2020,09:00,ясно,+28°,2 м/с,755
23июнь2020,12:00,облачно,+30°,6 м/с,755
23июнь2020,15:00,облачно,+31°,4 м/с,755
23июнь2020,18:00,малооблачно,+29°,4 м/с,755
23июнь2020,21:00,малооблачно,+26°,1 м/с,756
23июнь2020,24:00,малооблачно,+23°,"<td><span class=""p"">756</span><span>мм рт.ст.</span></td>",756
22июнь2020,00:00,ясно,+20°,1 м/с,758
22июнь2020,03:00,ясно,+18°,1 м/с,758
22июнь2020,06:00,малооблачно,+21°,1 м/с,758
22июнь2020,09:00,малооблачно,+26°,1 м/с,758
22июнь2020,12:00,ясно,+30°,4 м/с,757
22июнь2020,15:00,малооблачно,+31°,2 м/с,756
22июнь2020,18:00,малооблачно,+30°,2 м/с,755
22июнь2020,21:00,облачно,+25°,1 м/с,755
22июнь2020,24:00,малооблачно,+22°,"<td><span class=""p"">755</span><span>мм рт.ст.</span></td>",755
21июнь2020,00:00,ясно,+18°,1 м/с,756
21июнь2020,03:00,ясно,+18°,"<td><span class=""p"">756</span><span>мм рт.ст.</span></td>",756
21июнь2020,06:00,ясно,+21°,1 м/с,757
21июнь2020,09:00,ясно,+25°,1 м/с,758
21июнь2020,12:00,облачно,+27°,1 м/с,758
21июнь2020,15:00,облачно,+28°,1 м/с,758
21июнь2020,18:00,малооблачно,+24°,2 м/с,757
21июнь2020,21:00,малооблачно,+21°,1 м/с,758
21июнь2020,24:00,ясно,+20°,1 м/с,758
20июнь2020,00:00,ясно,+19°,"<td><span class=""p"">753</span><span>мм рт.ст.</span></td>",753
20июнь2020,03:00,малооблачно,+18°,1 м/с,754
20июнь2020,06:00,ясно,+20°,2 м/с,754
20июнь2020,09:00,ясно,+25°,2 м/с,755
20июнь2020,12:00,облачно,+26°,3 м/с,754
20июнь2020,15:00,малооблачно,+28°,4 м/с,754
20июнь2020,18:00,облачно,+28°,3 м/с,754
20июнь2020,21:00,ясно,+22°,"<td><span class=""p"">755</span><span>мм рт.ст.</span></td>",755
20июнь2020,24:00,ясно,+18°,1 м/с,756
